Index,Sinhala Comment
512,සජිත්ගේ පූර්වේ වාසනාවකට සජිත් ජනාධිපති නොවුනේ එහෙම වුණා නම් ජලනි අගමැති වෙනවා සජිත් ගිය ජීවිතෙත් අහිමි වෙන්න තිබුණා කැෂිනෝ කාරයෙක්ගෑණිවත් ගන්න තිබුණාසජිත් හරි මෝඩයි පව් අහිංසක
513,රාජමක්ෂලා හොරකන් කලේ එලිපිට එකට දිපු ගේම වහාම අල්ලලා හාරාකැ සල්ලි ඹක්කම අර ගන්න ඹනා වහාම
514,කථා කරන්නේ සුරංගලා විතරනේ බං
515,හොරූ කෑ ගහනකොට අත්පුඩි ගහන උන්නම් මිනිස්සුවෙන්න බෑකාලකන්නි
516,මාලිමාවටත් බැරි නම් ආය දේශපාලනය දියාරුයි මාලිමාවේ විනය පිලිබදවයි අපේ අවසාන විශ්වාසය කරුණාකර විපක්ෂය ඒක තේරුම් ගන්න රහත් වෙච්ච අය නෑ ඔය කොයි එකෙත් කියන එක අපි දන්නවා වැරැද්දට දඬුවම ලැබෙයි කියන විශ්වාසය ඒක විපක්ෂ කණ්ඩායම් ගැන එහෙම විශ්වාසයක් අද වන විට ජනතාවට නෑ ඒනිසා අලුත් අය දාලා ඒක වෙනස් කරන්න තව සෑහෙන කල් යයි
517,මාලිමාවට
518,ජයවේවා
519,මේකට ජෙප්පො විතරක් ගෙනාවනම් ඉවරයි
520,අරිනකොට රිදෙනවා නේද
521,හර්ෂන රාජකරුණා කුඩු ගහනවද
522,සුරංගලේ නියමයි නීතිඥයෝ කියන උනුන් නිරැත්තරයි
523,කයිවාරු තමයි ඔක්කොම සජිත් ප්රේමදාස මහතා තමයි දුප්පත් අසරණ අහිංසක ජනතාවගේ සෞඛ්ය තත්වය දරුවන් ගේ අධ්යාපනය දියුණු කර ගැනීමට සහ නැති බැරි අයට උදව් උපකාර කළ එකම විරුද්ධව පක්ෂ නායකයා ඔය කයිවාරු ගසන එකෙක් වත් කරපු දෙයක් පෙන්නන්න සජිත් ඇතුළු කණ්ඩායම ට ජයවේවා
524,අපිටත් කලුතරට ගිහින් නලින්ද ට චන්දේ දෙන්න ක්රමයක් නැද්ද මේ වගේ උගත් බුද්ධිමත් කෙනෙක්ට මගේ චන්දෙ දෙන්න තිබ්බානම්
525,ඔබෙ ප්රදේශයෙත් හොද අය ඉන්නවා මාලීමවෙන් එහෙම කෙනෙක් බලලා දෙන්න සහෝදරයා
526,අනිවාර්යයෙන් ම ඇති කොහොමත් මාලිමාවට තමයි චන්දෙ දුන්නෙත් දෙන්නෙත් නමුත් නලින්ද ජයතිස්ස සහෝදරයා මාරම විශේෂ චරිතයක් මාලිමාවට අභිමානයක් ශක්තියක් මගේ ප්රියතම දේශපාලන චරිතය
527,මාලිමාවට ජයවේවා
528,සටන කියන්නෙ ජේවීපී කඩේයන ආයතනක්ජේවීපී ෆේල් ගොඉටා පාර්ට්
529,කතා ලියන භූතයෙක් දැක්කමයි
530,හිතේ ඇති වැටෙනකන්
531,සුරංගට
532,සිරසෙ මේ මාධ්යවේදීන් ටික තමයි ජනතාව නියෝජනය කරන්න හැමදේම භය නැතුව ප්රශ්න කරේ රටේ ඇත්තම ප්රශ්න කතා කරේ බොරැ කියන්න දෙන්නෙ නෑ කාටවත්ම
533,ගොත ගහනව නේද සුපිරියක් ජනතාව තේරුම් ගනිත්වා
534,හර්ශන කියවනව මේයාලට වෙනිදාය්න් පස්සෙ දැක ගන්න පුලුවන්
535,හැම පක්ෂයකම නෑදෑයෝ ඉන්නවා
536,හර්ෂණ රාජකරුණාතාරක බාලසූරියනිපුණ රණවකනිපුණ රණවකගෙ ඥාතීන් රාජපක්ෂවරුමේ ඔක්කොම නෑයෝ
537,සුරංග ප්රමුඛ මෙවැනි මද්යවේදීන්
538,අමතක වෙලා එක බලං හිටියා සජබෙ කෙනෙක් තප්පුලන්න පටං ගත්තා ඒකාට බෑ ඌව පාලනය කරන්න සිරසෙ සුරංග විතරයි එකට කට්ටිය ට දෙන්නෙ
539,සුරංග තාරකගෙන් ප්රස්න අහද්දි හර්ෂනට ඇයි කේන්ති යන්නේආන්න එතන පවුල් සම්බන්ධ තාවය ඉතින් කොහොමද හොරැ අල්ලන්නේ දෙගොල්ලෝ දෙපැත්තේ ඉදන්හරිම සරලයි සුරංග ට මගේ ප්රණාමය අද දැනගත්තා ලංකාවේ තවත් පවුල් දේසපාලනයක්
540,ඇත්තටම
541,දැන් සැපද රාජ්ය සේවකයෝ
542,දුකත් සැපට විදිනවා රට ගැන හිතලා
543,සුරංග ප්රමුක සිරස සෙට් එකට ආදරෙයි ඈසුරංග ජයවේවා
544,තාරක උගත් මනුස්සයෙක් ඒත් පවුල් පිටින් ඉදන් පාර්ලිමේන්තු ඇවිත් හදපු රට කෝ
545,මාලිමාව ට
546,එකා පව් මඩවනො හොදටම
547,මාලිමාවට ජයවෙවා
548,නලින්ද ආයේ සජබෙට සජබේ නොකිය කියලා කියන්න එකනේ ඇත්ත ඔයාට කියන වනං
549,අනේ ගමගේ ඇගිලි සලකුනු අලුත් තාක්ශනයෙන් ගත්තොත් දත්ත මැකෙන්න පුලුවන්නෙඔයලො ආන්ඩුව තියෙද්දි ෙසෟකය අමාතයාංශයේ දත්ත මැකුනෙ පර්ල් එක්ස්ප්රස් නැවෙන් ආපු මේල් මැකුන නෙහ් නේද ගමගේ
550,එහෙම කරපු නාමල් උබලගෙ නායකයා අනේ බං
551,රාජපක්ෂ වරුන් හිතාගෙන ඉන්නේ මේ රට ර් එයාලාගේ අම්මාගේ අප්පාගේ බුදල් කියලා
552,රටේ ජනතාව දිපු චන්දෙ ගැන සතුට්න් නැවත නැවත මාලිමාව වටා රොද බැදෙම්න් ජනතාව එක රාශිවෙම්න් සිට් යි ජයවේවා මාලිමාව ට
553,හර්ශන මචංඋබලා මෙච්චර පැරදිලා හොම්බෙන් ගිහින් ඉන්නකොටවත් තමන් පරාද උනේ ඇයි කියලා ස්වයං විවේචනයක් නැත්තෙ ඇයි කියලා තේරෙන්නෙ නෑ බන් සිරාවටඋබලා ඔය හිතාමතා වලදි එකට කිය කිය ආමන්ත්රණය කරනවා වගේ ගොං පාට් දානකොට සාමාන්ය මිනිස්සු විදියට අපිට පේන්නෙ උබලා අපි හෙනම මැටි මිනිස්සු කියලා හිතාගෙන ඉන්නවා කියන එකඋබලා හෙන තක්කඩි කියලා ඔය වගේ පොඩි පොඩි වැඩ වලින් ඉස්මතු වෙනවාතාම අර පරණ දේශපාලනේ දැන් මේ පොලවට සෙට් වෙන්නෙ නෑ කියලා මේපාරවත් තේරුම් නොගත්තොත් උබල මහමැතිවරණෙදිත් හාන්සිමේක උබේ විතරක් නෙමෙයි සජබ හැමෝගෙම හැසිරීම දකිනකොට පේන්නෙ තාම උබලා මිනිස්සු කිසිම සාක්ෂරතාවයක් නැති හෙනම ගොන්නු ගානට දාලා සලකනවා කියන එකසාමාන්ය මිනිස්සුන්ට අදාල ගෞරවේ දීලා තක්කඩි දේශපාලනේ නොකර ශක්තිමත් විපක්ෂයක් හදන්න ට්රයි එකක් දීපන්
554,තාරක දැන්ම ෆෝන් එක අරගෙන ඔය ටික ඩිලීට් කරපං හිමී
555,මඩ මාද්ය
556,ඇයි එහෙම කියන්නේ
557,ඔය කතා කවුද ගණන් ගන්නේඕකුන් වගේද චතුරංගලා
558,මාලීමාවට ජයවේවා
559,සජිත් පිස්සෙක් නෙ බං
560,අනිත් පක්ෂ වල හොද උන් ඉන්න පුලුවන් ඒත් උන්ට පක්ෂ නායකයින්ට ඕන ඕන විදියට නටන්න වෙනවා ඒ නිසා අනිත් උන් ගැන බලාපොරොත්තු තියෙලා වැඩක් නෑ බයිලා කාරයෝ තමන්ගේ පක්ෂ නායකයෝ සුද්ද කරනවා
561,සුරංග ශර්ට් එක ඇදලා
562,මෙතනින් පාර්ලිමේන්තු යන්නේ විතරයි අනිත් ඔක්කොම ගෙදර
563,සිරස සුපිරි
564,මාලිමාව හැර අනිත් උන් චන්දෙන් පස්සෙ එකතුවෙලා ආයෙත් රටට කෙලවන්නයි හදන්නේ ජනතාව ඒබව තේරුම් ගන්න ඕන
565,බුරැවෝ වගේ තප්පුලනවා මමත් ජපානයේ ඉතාලියේ හිටියාඒ රටවල මිනිස්සු දන්නෙත් නෑ දැනගන්න අවශ්යතාවයකුත් නෑ තමන්ගෙ පුදේශය භාර දේශපාලකයා ගැනරට හරියට යනව නමි එචිචරයි ඒ රටවල මිනිස්සු දේශපාලනය කතා කරන්නෙ නෑ අපිට මොකටද දන්න මිනිස්සු මොකා වුනත් හරියට වැඩෙි කරනව නම් එචිචරයි කටිටිය බයවෙලා
566,හරියටම හරිදේශපාලකයා ඉන්නෙ කොහෙද කාගෙ කවුද වැඩක් නෑ හරියට අවංකව රටට වැඩක් කරනවා නම්පුද්ගලිකව දැන යුත්තේ පුද්ගලික වාසි ගන්නරස්සාවල් ගන්න ගන්නවගේ දේවල් බලාපොරොත්තු වෙනවනම් විතරයි
567,හර්සයාගේ මහ එකා කිරිදාවැල බාලිකා පාසැලැක් හැදිවා හොරගැනිට විදුහල් පතිකම දෙනින
568,ජයවේවා
569,රට කාපු ටැලිපෝනය කුනුගොඩට
570,ජනතාව බුද්ධිමත් තිරණ ගන්නවාබය වෙලා නෙහ්බුරැවෝ යවපු කාලේ ඉවරයිතාත්තාගෙන් පුතාටඅමිමාට ගැනිටබැනටයේලිට දෙන්නෙ නැජාජබයට ජයවෙිවා තට්ටු මාරැවට රට කැවාඔය එකෙකුටවත් පුළුවන් වුනාද නායකයා හරිවෙනත් එකෙක් හරිවැරදි තිරනයක් ගන්න කොට බය නැතිව ඒක වැරදියි කියලා කියන්න එකෙකුටවත් කොන්ද පන නැති පෙන්දොතමන්ගෙ ගොට්ට ගැන විතරයි බැලුවෙ
571,ජයවේවා
572,මුන් හරක් න් දෙනෙක් නලින්ද සහෝදරයාට ජය පතමි ජාතික ජන ඛල වේගයට ජය වේවා ඉතිං බං හර්ෂන තමුසෙගෙ තාත්ත සරත්චන්ද්ර රාජකරැනා මාර විදිහට කොල්ලො කෙල්ලන්ව මරන්න ඕඩර් දුන්නනෙ
573,මෙච්චර අපරාධ කරලත් මේ නලින්ද හැර අනිත් තුන්දෙනා ලොකුකමින් කතා කරනවා නම් බලය දැන් නැතුවත් ඒ අපරාධ සාධාරණීකරණය කරනවා නම් මුන් ආයේ බලයට ආවොත් ආයේ ඒ අපරාධම නොවෙයි කියල කියන්න පුලුවන්දමේ පරයින් පෝලිමට තියල පරද්දන්න ඕනි පරහැත්ත
574,සුරන්ග කියන විදියට බැලුවොත් තුන් සින්හලයම නෑදෑයෝ
575,පක්ෂ වෙනස් උනත් නෑදෑයෝ එකට පාටිදාලා රෑට රෑට හොරකම් කරන්නෙ ඒ නිසයි හැමදේටම අත උස්සන්නේ ඒ නිසා දේශපානය වෙනස් කිරීම සදහා එන ජාතික ජනබලවේගය හැකියාවට හා අවංකකමට තැන දීලා තියෙන බව අපට පැහැදිලියි
576,පක්ෂ වෙනස් උනත් නෑදෑයෝ එකට පාටිදාලා රෑට රෑට හොරකම් කරන්නෙ ඒ නිසයි හැමදේටම අත උස්සන්නේ ඒ නිසා දේශපානය වෙනස් කිරීම සදහා එන ජාතික ජනබලවේගය හැකියාවට හා අවංකකමට තැන දීලා තියෙන බව අපට පැහැදිලියි
577,පක්ෂ වෙනස් උනත් නෑදෑයෝ එකට පාටිදාලා රෑට රෑට හොරකම් කරන්නෙ ඒ නිසයි හැමදේටම අත උස්සන්නේ ඒ නිසා දේශපානය වෙනස් කිරීම සදහා එන ජාතික ජනබලවේගය හැකියාවට හා අවංකකමට තැන දීලා තියෙන බව අපට පැහැදිලියි
578,පක්ෂ වෙනස් උනත් නෑදෑයෝ එකට පාටිදාලා රෑට රෑට හොරකම් කරන්නෙ ඒ නිසයි හැමදේටම අත උස්සන්නේ ඒ නිසා දේශපානය වෙනස් කිරීම සදහා එන ජාතික ජනබලවේගය හැකියාවට හා අවංකකමට තැන දීලා තියෙන බව අපට පැහැදිලියි
579,මාලිමාව ජයවේවා මෙජරයි තියෙන්නේ රටක් හදන්න මේ රටේඉන්න ගෝන් හැත්ත ට තේරුම් කරන්න බැ නේ
580,මුන් කටට එන බොරු කියනවා මුන්ගේ පැවැත්මට මුන්ගේ ගැණු දරුවෝ හරි මුන් පාවල දෙනවා මුන්ට ජන්දේ දෙන උන්ගේ පවුල් පිටෙන් කුණු වෙලා යන්න ඕනේ
581,පාර්ලිමේන්තුවේ බලය මාලිමාවට ලබාදෙමු
582,පොහොට්ටු සිලින්ඩර ඉල්ලී
583,සුරංග ඇත්තටම මුන් කියන ඒවාට බිම දාගෙන ගහන්න ඕනේ
584,උබේ අදහසක් ගින් කියපන් ගෙදර ගැනිට කළු කොට් කාරයා
585,බොරුවෙන් බලය ගන්න බෑබොරු කාරයො වැඩක්නෑ කියල කියන නීතිඥය චන්දෙ ඉල්ලන්නෙම බොරුව රජ කරපු පක්ෂය කින්මයි
586,පොන්සේකා ගියේ ළදරු සජියා නිසා බන්
587,කළු කොට් කාරයා කොට් එකට මුවා වෙලා දුෂණකයෝ රකින්න ව අහිංසක මිනිස්සු ට තමයි මුන් සල්ලි අරන් බලු වැඩේ කරන්නේ
588,මෙදාපාර මාලිමාවෙන් පාර්ලිමේන්තුවට ක්
589,නලින්ද නිසා බැලුවේ
590,හොඳ සංවාදයක්සහභාගි වෙන මොනම බොරු කියන්න ඉඩදෙන්න එපාඅද වගේ පෙරළා ප්රශ්න කරන්නඅසාගෙන සිටින ජනතාව බුද්ධිමත් කිරීම මාධ්ය වගකීම ජයවේවා
591,කළු කොට් කාරයා සේරම දැනගෙන හිදලා
592,පොත්තුවේ එක පවු බන් මහින්ද ගේ කුණු හෝදන්න ඇවිත් මොකක්ද කියන්නේ බන් දන්නේ නෑ ලු දන්නවලු මුට හරට හාරාගෙන පු හරි ඕනේ මුගේ ගැනී ඉන්න වඩා දන්නේ නෑ
593,පවුල් දේශපාලන ආක්රමණය විනාශ කල යුතුයි දැන් හරි මාලිමාව රටට ආදර්ශමත්
594,මුළු රටම මාලිමාව ජන්දේ දෙන්න ඕනේ එත් වහලු වෙනස් කරන්න බැ නේ
595,හොරකන් කරපුව අමනක කරන්න කියලා පොත්තුවේ කළු කොට් කාරයා කියන්නේ වල් බල්ලෝ පල ගෙදර
596,ආදරෙයී මාලිමාව අපේ රජයට
597,සුරංග ඔස්ට්රේලියාවේ අපි ඔයාට ආදරෙයි
598,අම්මෝ සුරංග නාවනවා මුංව නැති වෙන්න නලින්ද සහෝදරයා
599,මේ පොත්ටුවේ එක මොනවද බන් කියවන්නේ මුන්වනම් පාර්මේන්තු යවන්න එපා
600,නලින්ද අපරාදේ උට්ටෝ මාගේ කාලේ මේ දොදු සුනඛයන්ව වෙනම ගෙනපියාවු
601,මේ සිරසේ ත්රස්තවාදින් ඵවින් වගෙ මුන්ගෙ වැඩසටහන් වලට ඵන්න හොද නැහැ මුන් ඔක්කොම කොම ඡේප්පො
602,රංජනී කන්දේගම ඔයා කරුණාකරලා ඔය පාට කණ්ණාඩිය ගලවලා වහල්භාවයෙන් මිදිලා බුද්ධියෙන් සියල්ල දෙස අවධානයෙන් බලන්නඅම්ම තාත්තා මේ පක්ෂයෙ නිසාවත්රැකියාව දුන්න නිසාවත් ඒ පක්ෂය වෙනුවෙන් සදාකාලිකව බැදෙන්න එපාමොකද සෑමවිටම සෑමදෙයක් ගැනම අපි බුද්ධිමත්ව සියල්ල දෙස බැලිය යුතුයිඒවගෙම් ඒවා ගැන අපි හොද ව්ශ්ලේෂණ්යක් කර යුත්යිඔබ රැකියාව දුන්න නිසා හැමදාම ඒ පක්ෂය වෙනුවෙන් කඩේ යනවා නම් උබ රැකියවට අවශ්ය නිසි සුදුසුකම් සහිතව ලබාගත් රැකියාවක් නොවන බව ඔබගෙ හදවත දන්නව ඒකයි නේද ඇත්ත
603,අහන්නේ මිනිස්සුන්ට තියෙන ප්රශ්න ඔයා මේ හොරුන්ගෙ රෙදි සේදුවට සිරසට කරන්න දෙයක් නෑ
604,උබලා කවුරු දක්ෂයි කිවුවත් නායකයා ළදරු සජියා නම් වැඩක් නෑ බන් උබලගේ දන්න උන් කරපුව හොදටම ඇති
605,ආදරෙයී මාලිමාව අපේ රජයට
606,තාරකලගෙ පවුලේ දේපලක් වන බොරැල්ල කිංසි පාරේ ගොඩනැගිල්ල රක්ෂණ සංස්ථාවට මාසෙකට රුපියල් ලක්ෂ ගානක කුලියට දීලා තියෙනවමේක කුලියට නෙකොටත් රක්ෂණ සංස්ථාවේ පූුධාන කාර්යාලයේ මහල් කීපයක් වහල තියෙන්නෙමේක විශාල මුදල් නාස්තියක්මේ ගැන රූපවාහිනී වැඩ සටහනකදී සුනිල් හදුන්නෙත්ති සහෝදරයා කතා කලා
607,මුන් ගොත ගහගහ හදන රට වල් බල්ලෝ රට කනවා මාලිමාව ජන්දේ දියයු
608,කතා කරන්න අපි මාලිමාවට හර්ෂන ඔයලා ඇතුළු සැමටම ගෙදර හොදේ කාලකාන්නි බලාගෙන ඉන්නවා රටේ ඉතුරු ට්කත් කන්න අපි දැන් ටැවටෙන්නේ නැ උබලාට
609,සුරංග බලාගෙන පරිස්සමෙන් ඕකුන්ගෙන්ඔය ජරා එවුන්
610,ජයවේවා
611,තවත් කොල පාට තොප්පි දාගෙන යන හරක් ඉන්නව
612,හර්ෂන වරෙල්ලකො අපි ගම්පහින් පෙන්නන්නම් අපේ බලය දන්න දූෂිතයන්ට වඩා නොදන්න අදූෂිතයො හොදයිමාලිමාවට ජයවේවා මාලිමාවට බලයක් ලබා දෙමු
613,සුරංග
614,ජාතික ජන බලවේගයට ජයවේවා
615,ගූ හැත්තෑවයි
616,ඔමායනම් සෙට් නෑ
617,හර්ෂණට ඇපත් නැහැ
618,මාලිමාවේ අය හැර උන් අමුම ජෙප්පො විය හැකියි ඒකට කිසිම අවුලක් නැහැ අනික් අයගේ කිල්ලෝට වල අඩූ නැතිව කුණු පිරිලා බව පැහැදිලියි
619,ස්ජියා පව් යකො
620,තාරක කියන්නෙත් ගොන් නාම්බෙක්
621,ජාතික ජන බලවේගයන් පත්කළ දූෂිතයින් තුන් දෙනෙකුගේ නම් සඳහන් කරන්න බොරුවට ප්රෝග්රෑම්ස් වලට ඇවිල්ලා බයිලා කියන්න එපා
622,අර ණය ගන්නවා කියලා අහපුඑකාට කියන්න තියෙන්නෙ රටෙ සුබසිද්දියට ණය ගන්නෙ කජුකන්න මාලු කන්න නෙවෙ සොම්බියා කෑවෙ ඕවා තමා
623,ඔය මොන තරම් කඩේ යන මී හරක් එළියට ඇවිත් ගොන් කතා කිව්වාට අපි රෑවටෙන් නෑ තමා අහිංසක අපේ අනාගතය ඒ අපේ විශ්වාසයයි
624,රාජපක්ෂ ගොට්ට හෙවත් මනෝජ්ට ඕනෙ කොහොම හරි පාර්ලිමේන්තුවට රිංගන්න ජනතාවනි ඔන්න බලා ගන්න මොහුව ගෙදරම යවමු
625,මුන් යමපල්ලන්
626,මාලිමාව ඇරෙන්න අනිත් කාලකන්නි ගෙනල්ලා අපෙ ලේ කෝප කරන්න එපා
627,මාලිමාවට ජය වේවා
628,සිරස තමයි දේශපාලකයින් තඹයකට මායිම් නොකර දෙකයි කොළයට දාල වැරදි නම් රිදෙන්නට අහන්න බිය නැති එකම මාධ්ය අනික් මාධ්ය පවුල් වල වහල්ලු
629,සුරංග නීයමයි මුන් කවුද කියලා හෙලි කරාට
630,පොහොට්ටුවේ පකේ ලෝයර්
631,මේගමන ගෙදර
632,පොහොට්ටුවෙ මනෝජ්ගෙන් සුරංග ප්රශ්න අහද්දි කව්ද බන් අර ජයවේවා කියන්න ආපු එකෙක් කෑගැහුවෙ සුරංග ගෙදර පලයන් කියල
633,ජාතික ජනබල වේගය ජයවේවා ජයවේවා ජයවේවා
634,සක්වල ගහගනින් පුකේ
635,සුරංහ කියන්නේ පිස්සෙක් ලමා කාලයේ දුක්විදලද මන්දා
636,නලින්ද ජයතිස්ස නිසාමයි අද සටන බැලුවෙමාලිමාවට ජයවේවා
637,සුරංග
638,පවුල් දේශපාලනය
639,සුරංග ඔන්න ඕකුන් තුන් දෙනාව මඩවන්න එපා අනේ පව් නලින්ද සහෝදරයා සුපිරි
640,බොරැවෙන්බලයලබාගනබොරැවෙන්රටපාලනයකරන්නගිහින්තමයිපොහොටිටුවඡනතාවගෙදරඅරින්නතිරනයකලෙ
641,ඔය කියන්නේ වැල් පාලම ගැනද
642,රාජපක්ෂ වලව්වේ ඉදුල් ගිලපු එකෙක් ඇවිත් පහුගිය ටිකේ හැංගිලා ඉදලා පුදුම ගායක් තිබුනේ නලින්ද ඇරුනම අනිත් උන් ඔක්කොම පව්ල් දේශපාලනයෙ දෙපැත්තේ ඉන්නේ යටින් ගේම යන්නේ
643,සුරංග නම් සුපිරි
644,අලුත් මුනු ඉල්ලුවාට පොහෝට්ටුවෙ හොරැ නොවේ මාලිමාවට ජය නියතයි
645,ඉංදියාවට උතුර දෙන්ට ඵයාලා කැමතියිඅනික දන්න අය කියන්නේ නන් කටපාඩන් හිටපු අයද නැත්නන් ටී වී ඵකේ නිතර පේන අයද
646,සුරංගට පිස්සුද හැටිද රාජපක්ෂ පවුල් පාලනයේ නම් ටික කෙලින් කියපන්කො තටමන්නේ නැතුවඒකාලේ නැට්ට පුකේදැන් බොරුසිංහ සීන්
647,උං නං එදත් කිව්වා ඒක නිසා තමයි මාධ්යවේදියෝ එදත් මරල දාල තියෙන්නේ එක එක තක්කඩි දේශපාලකයෝ මිග් යානා ගනුදෙනුව ගැන ලිව්ව ලසන්ත යන්නම ගියා උබ කියපං උබට චූට්ටක් වස පොල්තෙල් කැව්ව නේද උබ මොනවද කලේ තියෙන ඇන්කර් පිටි එකපාරටම හොඳ වෙලා උබලට පෙව්වා නේද ගෑස් බෝම්බ සිලින්ඩර ගෙදරටම ගෙනාවා නේද ගෙදර අයට බාල බෙහෙත් බොන්න වුනා නේද උබ නැට්ට පුපේ ගහගෙන තාම නේද උබලට උං කෙලනොදාම පුපේ ඇරියා ජේප්පො කුරුට්ටො එක්ක එකට තෙල් පෝලිං වල දාලම
648,රට බංකොළොත් කරලා අම්මලට තාත්තලට පවුලේ හැමෝටම තක්කඩි ආන්ඩු අරිද්දී උබ තටම තටම හිටිය නේද
649,සජිත් දෙරනට පොල්ල තිබ්බ වෙලාවෙ අජිත් මාන්නප්පෙරුම තමයි ඒකට කර ගැහුවෙත්
650,සුරංග සේනානායක නියමයි
651,නලින්ද
652,අයියො නලින්ද ඇරැනම තුන්දෙනාටම පුටුවෙම රෙවිලා පව්
653,මොංගල් සජියටම සෙට් වෙන ගංජ ගහල ඉන්න උන්
654,සුරංග උබ මේක කියවනව ඇති උබනං එල ඩයල් එකක් ඈ තක්කඩි දේශපාලකයෝ තක්කඩිම තමයි මුංව විශ්වාස කරන ගොං මිනිසුන් තාම ඉන්නවා කුඩු කන්ටේනර් දෙක නිදහස් කරගන්න රේගුවට ලියුං දීපු අගමැතිලා හිටිය රටක් ස්ත්රී දූෂකයෝ කුඩු බාර් මිනීමරුවෝ හොර මැර ජඩ වැඩ කරන කරපු තක්කඩි දේශපාලකයෝ වගේම උංගෙ පවුලේ එවුං නෑදෑයෝ හෙංචයියන් යාලුවෝ දරුවො අම්මල තාත්තල එකට තමයි රටට මේ අපරාධය කලේ ඒ දේවල් බය නැතුව අහන උබනං එල ගයානුත් එල උබලවගේ තව ක් හිටියනං මේ රටට හැබැයි මාධ්යවේදියෝ කියා ගන්නා තක්කඩි චමුදිත චාපා බන්ඩාර සුදර්මන් රදලියගොඩ නිරෝෂන් ප්රේමරත්න මහේෂ් සේනානායක සුදේව කිංස්ලි වගේ උං තව ඉන්නවා තක්කඩි මාධ්යවේදියෝ ඔය ටිකායි හිටපු සහ තවම ඉන්න
655,කවුරු දිනුවත් මුන් හොර තක්කඩි දිනුම්
656,හර්සන උබ ඉල්ලල අස්වෙයන් බොරැ නොකිය තොපි එන්නෙම හොරාකන්ඩ අනිකබේබද්දන්ට අපි චන්දෙ දෙන්නෙනෑ
657,උඹලගෙ පවුල් ඔක්කොම ගෙදර මේ සැරේ ගෙදර බන් අපි මාලිමාවට
658,සුරංග මීට වැඩිය හොඳාආආඅයි මං දන්නෑ මනෝජ්
659,මමනම් කියන්නේ සජියා අර ඉන්ටර්විව් වලට එන්නේ නැතුව හිටියාමත් ආවේ අජිත් මාන්නපෙරුම පව් ඉතින් පොර මුන්ට වඩානම් පොර වැඩ කරා මන් හිතන්නේ
660,නලින්ද ජයතිස්ස බර අවිය මෙවර කළුතරින් උඩින්ම පාර්ලිමේන්තු එනවා නියතයි අපේ අනාගත සෞඛ්ය ඇමති
661,උප ජනාතිපති
662,අද්
663,හර්ශන කොහොමද සජබ පිරිසිදු කලේ ශෆ් එක්ශෙල් දාලද ක්ලෝරින් දාලද
664,හර්ෂණයටනන් එනකොටම රෙවිලා වගේ හිටියේ
665,ඌ හවස ගහපු ගංජා පාර තැපෑලෙන් වැදිලා වගේ හිටියෙ
666,කාට උවත් මේ ජයවේවා කියල කෑ ගහන ගොබ්බයො ගෙන්නන එක නවත්තන්න ඕන
667,ඒක නමි අති විශිෂ්ඨ යෝජනාවක්
668,ඔව් අප්පිරියයි කියන දේ ඇහෙන්නෙත් නෑ බොරු අප්පුඩි ජයවේවා
669,ඒක නම් ඇත්ත වැඩසටහනත් එපා වෙනවා
670,ඔව් නායකයා බොරුව ක් කිව්වත් ගහනවා
671,වැල්වටාරම් ඕනි නෑ මාලිමාව එනවට බයයි නම් හොරෙක් නැත්නම් හොරු මත යැපෙන එකෙක් අපි මාලිමාවට ජාතික ජන බලවේගයට ජය වේවා
672,අද නලින්ද ඉන්න නිසාමයි අද වැඩසටහන බැලුවේ ජය වේවා ඒ වගේම කළුතරින් වැඩිම මනාපයෙන් තේරි පත්වීමට හැකියාව ලැබේවා
673,අනිවාර්යෙන්
674,මාත්
675,අනිවාර්යෙන්ම මාලිමාවට ජයග්රහණය නියතය
676,අ අනාගතය නු නුඹයි ර රටේ
677,සාදය හමාරයි නොවැම්බර් මාලිමාවේ මහජන ආණ්ඩුවක්
678,දැන්
679,ආදරණීය දෙමළ මුස්ලිම් බර්ගර් සහ සිංහල අපි මේ දූෂිතයින් පලවා හැරීමට අත්වැල් බැඳගනිමු කරුණාකර මාලිමාවට ඡන්දය දෙන්න මාලිමාවට පාර්ලිමේන්තු බලයක් ලබා දෙමු
680,අනිවාර්යෙන්
